"date","CS","A.fuchs","N3","N7","coag.N3","coag.N7","N3.diff","N7.diff","J3","J7","Cv","Q"
2016-10-05 22:00:00,0.0031412,53.5089484,56.0939404,2.5495505,0.000157466243131834,5.90502377597562e-05,10.6546485,0.7938613,0.0122850889660684,0.000717037345288839,21509000,67564.0708
2016-10-05 23:00:00,0.0038079,64.8651745,66.7485889,3.3434118,0.000190887465688816,7.15832803913713e-05,-4.1028492,-2.9184095,0.0121087165964118,-0.000267603543712336,21509000,81904.1211
2016-10-06 00:00:00,0.0036769,62.6340265,62.6457397,0.4250023,0.000184320523803464,6.91206606452462e-05,8.29959760000001,1.8602074,0.0138783030666011,0.000661242249751749,21509000,79086.4421
2016-10-06 01:00:00,0.0041384,70.494433,70.9453373,2.2852097,0.000207455208384306,7.77962256287326e-05,-4.41362769999999,-0.3730922,0.0137267891544386,0.000433949207832946,21509000,89012.8456
2016-10-06 02:00:00,0.0038802,66.0941142,66.5317096,1.9121175,0.000194511816057603,7.29424209077441e-05,3.61978159999998,1.2030641,0.0141606168488797,0.000694726683121175,21509000,83459.2218
2016-10-06 03:00:00,0.0039298,66.9386454,70.1514912,3.1151816,0.00019699823069511,7.38748326589487e-05,-2.2550057,0.4951357,0.0138113772391764,0.000647914393082792,21509000,84526.0682
2016-10-06 04:00:00,0.0038994,66.4246605,67.8964855,3.6103173,0.00019547429914309,7.33033544888556e-05,1.55271780000001,-2.1217799,0.0141822843923914,5.82877583035924e-05,21509000,83872.1946
2016-10-06 05:00:00,0.0039214,66.7943388,69.4492033,1.4885374,0.00019657714434521,7.37169242172125e-05,-1.34450570000001,3.4831103,0.0137075438858611,0.00115625011440473,21509000,84345.3926
2016-10-06 06:00:00,0.0038303,65.2403363,68.1046976,4.9716477,0.000192010362621884,7.20043695693346e-05,-0.408495899999991,-2.3963055,0.0137378920105548,0.000106338682178777,21509000,82385.9227
2016-10-06 07:00:00,0.003738,63.6700415,67.6962017,2.5753422,0.000187383425705716,7.02692565726374e-05,-0.668300299999999,0.8042249,0.0131840234699361,0.000534008390494696,21509000,80400.642
2016-10-06 08:00:00,0.0038913,66.2822321,67.0279014,3.3795671,0.0001950682515914,7.31510856343242e-05,6.41699440000001,-2.4614394,0.0152208884068554,-1.37655303692888e-05,21509000,83697.9717
2016-10-06 09:00:00,0.004127,70.2977505,73.4448958,0.9181277,0.000206883734052298,7.75819213149477e-05,6.16078049999999,-0.8120794,0.0172345006076859,5.66728636173628e-05,21509000,88767.643
2016-10-06 10:00:00,0.0046731,79.6007449,79.6056763,0.1060483,0.000234259359728566,8.78478498902064e-05,-5.8061249,2.841472,0.0170397261575336,0.000872107893403401,21509000,100513.7079
