,date,NH3,NH4,HNO3,SO4,SO2,day.type,pressure,RH,temperature,SWD,pm10,pm25,CS
410,2017/11/15,0.087002063,0.034911116,0.034911116,0.122002183,0.015250273,undefined,952.1458333333334,76.44583333333334,-2.4583333333333335,-0.2770416666666667,0.0,0.0,0.0010333748094855013
411,2017/11/16,0.087002063,0.017455558,0.034911116,0.099126774,0.038125682,undefined,955.3416666666667,64.45,-4.995833333333334,-0.1854583333333333,0.0,0.0,0.0010333748094855013
412,2017/11/17,0.087002063,0.069822232,0.034911116,0.12962732,0.030500546,undefined,955.5291666666667,67.41250000000001,-8.983333333333333,-0.3333333333333333,0.0,0.0,0.0010333748094855013
413,2017/11/18,0.087002063,0.017455558,0.052366674,0.068626228,0.030500546,undefined,958.5583333333334,68.27499999999999,-8.079166666666667,-0.7298749999999999,0.0,0.0,0.0010333748094855013
414,2017/11/19,0.087002063,0.017455558,0.052366674,0.068626228,0.030500546,undefined,964.3791666666666,58.63333333333333,-9.929166666666665,-0.6368333333333334,0.0,0.0,0.0010333748094855013
415,2017/11/20,0.104402475,0.017455558,0.052366674,0.053375955,0.030500546,undefined,969.2833333333333,70.3,-9.466666666666667,-0.44458333333333333,0.0,0.0,0.0010333748094855013
416,2017/11/21,0.087002063,0.017455558,0.034911116,0.053375955,0.030500546,undefined,975.3041666666667,60.78333333333333,-9.887500000000001,-0.3333333333333333,0.0,0.0,0.0010333748094855013
417,2017/11/22,0.087002063,0.017455558,0.034911116,0.045750819,0.038125682,undefined,975.2916666666666,68.175,-9.945833333333333,-0.6971666666666666,2.00946354583326,2.00946354583326,0.0021859389108931397
418,2017/11/23,0.06960165,0.052366674,0.034911116,0.10675191,0.022875409,Non,973.7624999999999,70.32916666666667,-9.845833333333333,-0.9125416666666667,1.46124339832901,1.46124339832901,0.0018714973461322387
419,2017/11/24,0.087002063,0.052366674,0.052366674,0.160127865,0.388881959,Non,967.5833333333334,50.074999999999996,-9.112499999999999,-0.52775,1.79463604136079,1.79463604136079,0.0020627207165828344
420,2017/11/25,0.087002063,0.052366674,0.052366674,0.12962732,0.068626228,Non,959.5916666666667,68.64999999999999,-10.895833333333334,-0.025000000000000005,2.56866721798298,2.56866721798298,0.0025066802745429256
421,2017/11/26,0.104402475,0.017455558,0.052366674,0.076251364,0.030500546,Non,949.6958333333333,76.29166666666667,-8.158333333333333,0.076375,5.16084410662344,5.16084410662344,0.003993470135717867
422,2017/11/27,0.087002063,0.034911116,0.052366674,0.076251364,0.030500546,Non,945.5833333333334,65.64999999999999,-11.858333333333334,-0.14308333333333334,3.06667116573766,3.06667116573766,0.0027923194311882467
423,2017/11/28,0.087002063,0.034911116,0.052366674,0.099126774,0.022875409,undefined,950.8708333333334,70.1375,-12.029166666666667,-0.13616666666666666,0.0,0.0,0.0010333748094855013
424,2017/11/29,0.087002063,0.017455558,0.034911116,0.068626228,0.022875409,undefined,951.3541666666666,64.48333333333333,-11.208333333333334,0.0,0.177108276974876,0.177108276974876,0.0011349584597720047
425,2017/11/30,0.087002063,0.017455558,0.052366674,0.068626228,0.030500546,undefined,943.4083333333333,77.69583333333334,-9.266666666666667,-0.008333333333333333,0.944974257300448,0.944974257300448,0.0015753818580717988
426,2017/12/01,0.087002063,0.017455558,0.052366674,0.045750819,0.022875409,Non,934.3208333333333,80.28750000000001,-7.979166666666667,-0.004875,1.71638942130385,1.71638942130385,0.002017840954757289
427,2017/12/02,0.087002063,0.017455558,0.034911116,0.045750819,0.022875409,Non,932.125,73.63333333333334,-9.745833333333334,-0.5555416666666667,21.4081037426998,21.4081037426998,0.01331237927523444
428,2017/12/03,0.087002063,0.034911116,0.052366674,0.221128957,0.038125682,Non,930.4291666666667,79.04166666666667,-7.608333333333333,0.004208333333333334,10.7821865574327,10.7821865574327,0.007217692602433466
429,2017/12/04,0.104402475,0.017455558,0.052366674,0.083876501,0.030500546,Non,941.5208333333334,60.42916666666667,-5.266666666666667,-0.3312083333333333,3.04367493621535,3.04367493621535,0.0027791295285049637
430,2017/12/05,0.087002063,0.017455558,0.034911116,0.038125682,0.015250273,Non,946.7166666666667,62.12083333333334,-7.533333333333334,-0.034,18.9117167785108,18.9117167785108,0.011880531454898324
431,2017/12/06,0.208804951,0.017455558,0.034911116,0.038125682,0.015250273,Non,948.0666666666666,62.00833333333333,-8.283333333333333,-0.17925000000000002,7.70131976567136,7.70131976567136,0.005450605823095749
432,2017/12/07,0.087002063,0.017455558,0.034911116,0.030500546,0.022875409,Non,950.5500000000001,63.37916666666666,-9.083333333333334,-0.22504166666666667,8.89333459557998,8.89333459557998,0.006134307452889938
433,2017/12/08,0.104402475,0.017455558,0.052366674,0.030500546,0.022875409,Non,954.8166666666666,67.125,-6.3,-0.4291666666666667,8.40118112504157,8.40118112504157,0.0058520239430935265
434,2017/12/09,0.087002063,0.017455558,0.052366674,0.045750819,0.022875409,Non,957.9791666666666,67.50416666666666,-7.266666666666667,-0.481875,2.75962573121817,2.75962573121817,0.0026162079779289502
435,2017/12/10,0.087002063,0.017455558,0.052366674,0.045750819,0.022875409,Non,953.1166666666667,74.29166666666667,-6.8625,-0.19170833333333334,1.98129382332744,1.98129382332744,0.0021697816578918868
436,2017/12/11,0.104402475,0.017455558,0.052366674,0.068626228,0.022875409,Non,949.9958333333334,69.24583333333334,-6.0625,-0.53475,2.7000648249619,2.7000648249619,0.002582045744659963
437,2017/12/12,0.104402475,0.017455558,0.052366674,0.007625136,0.022875409,Non,942.2375000000001,67.69583333333334,-5.733333333333333,-0.648625,2.64009186786083,2.64009186786083,0.002547647172188577
438,2017/12/13,0.087002063,0.052366674,0.034911116,0.10675191,0.030500546,Non,934.9666666666667,64.34583333333333,-6.333333333333333,-0.118,3.82953479619518,3.82953479619518,0.0032298736413942566
439,2017/12/14,0.087002063,0.104733348,0.034911116,0.266879775,0.053375955,Non,938.8375,53.333333333333336,-5.791666666666667,-0.4423333333333333,9.90375869832129,9.90375869832129,0.006713854442150569
440,2017/12/15,0.087002063,0.08727779,0.034911116,0.10675191,0.015250273,Non,942.5625,67.8625,-9.929166666666667,-0.3020833333333333,11.0707406131131,11.0707406131131,0.007383197991462507
441,2017/12/16,0.087002063,0.052366674,0.052366674,0.137252456,0.022875409,Non,941.5041666666666,68.05416666666666,-9.533333333333333,0.0,26.5607162797541,26.5607162797541,0.016267753236103744
442,2017/12/17,0.087002063,0.017455558,0.052366674,0.061001092,0.022875409,Non,939.7583333333333,74.4375,-8.833333333333334,-0.0013750000000000001,15.8257646468372,15.8257646468372,0.010110527887028424
443,2017/12/18,0.104402475,0.034911116,0.052366674,0.091501637,0.045750819,Non,943.8375,77.49583333333334,-7.354166666666667,-0.030583333333333334,9.49634863262368,9.49634863262368,0.00648017704240432
444,2017/12/19,0.226205363,0.017455558,0.052366674,0.022875409,0.030500546,undefined,926.8874999999999,79.01666666666667,-3.720833333333333,0.041,0.0,0.0,0.0010333748094855013
445,2017/12/20,0.121802888,0.017455558,0.052366674,0.038125682,0.061001092,undefined,903.1041666666666,83.8,-2.5166666666666666,-0.09791666666666667,0.0,0.0,0.0010333748094855013
446,2017/12/21,0.156603713,0.017455558,0.052366674,0.038125682,0.053375955,undefined,915.6333333333333,89.54583333333333,-3.704166666666667,-0.029833333333333333,1.09563164336231,1.09563164336231,0.001661794122253884
447,2017/12/22,0.1392033,0.017455558,0.052366674,0.022875409,0.022875409,Non,930.4,80.52916666666667,-4.0375000000000005,-0.025041666666666667,0.514019037156819,0.514019037156819,0.0013281997098403883
448,2017/12/23,0.243605776,0.017455558,0.034911116,0.022875409,0.015250273,Non,935.6583333333333,65.97500000000001,-3.795833333333333,-0.246625,0.461981496472668,0.461981496472668,0.001298352638743997
449,2017/12/24,0.191404538,0.017455558,0.052366674,0.091501637,0.038125682,Non,944.5916666666667,61.5,-6.066666666666666,-0.309,2.46830932337085,2.46830932337085,0.0024491181919350383
450,2017/12/25,0.121802888,0.017455558,0.052366674,0.198253547,0.160127865,Non,951.9083333333333,60.15416666666667,-6.95,-0.28262499999999996,13.099862598446,13.099862598446,0.008547037545815764
451,2017/12/26,0.226205363,0.034911116,0.052366674,0.12962732,0.038125682,Non,954.5625,65.89166666666667,-8.833333333333334,-0.18683333333333332,8.19275252218372,8.19275252218372,0.005732475954348655
452,2017/12/27,0.261006188,0.017455558,0.052366674,0.099126774,0.022875409,Non,944.3375,69.52499999999999,-12.5375,-0.36941666666666667,17.6745203319668,17.6745203319668,0.011170915093042695
453,2017/12/28,0.087002063,0.017455558,0.052366674,0.076251364,0.022875409,Non,930.9,73.74583333333334,-15.450000000000001,0.004208333333333335,7.3855891836961,7.3855891836961,0.005269512846686302
454,2017/12/29,0.226205363,0.052366674,0.034911116,0.190628411,0.289755185,Non,942.0124999999999,69.60833333333333,-19.1875,0.011791666666666667,18.3244716334933,18.3244716334933,0.011543706398142973
